DR_NO,Date_Rptd,DATE_OCC,TIME_OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240122172,12/6/2024 0:00,12/6/2024 0:00,1610,1,Central,195,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 S  MAIN                         ST,,34.0351,-118.2614
241515870,12/9/2024 0:00,12/6/2024 0:00,1,15,N Hollywood,1513,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822 0344 1307 0385,30,M,H,101,STREET,,,IC,Invest Cont,740,,,,7000    BELLAIRE                     AV,,34.1976,-118.4094
240613842,12/8/2024 0:00,12/6/2024 0:00,1640,6,Hollywood,648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300 1501,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,420,,,,5500    HOLLYWOOD                    BL,,34.1018,-118.3093
241714937,12/11/2024 0:00,12/6/2024 0:00,236,17,Devonshire,1787,1,480,BIKE - STOLEN,0344 1602 0397 0329 0202,21,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,9800    ZELZAH                       AV,,34.2486,-118.5233
242013843,12/6/2024 0:00,12/6/2024 0:00,100,20,Olympic,2033,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 0344,32,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331,,,,3300    JAMES M WOOD                 BL,,34.0559,-118.3063
241112712,12/10/2024 0:00,12/6/2024 0:00,1940,11,Northeast,1145,1,330,BURGLARY FROM VEHICLE,0344 1302 1307,36,F,W,101,STREET,,,IC,Invest Cont,330,,,,RIVERSIDE                    DR,STADIUM                      WY,34.0957,-118.2449
242013809,12/6/2024 0:00,12/5/2024 0:00,1900,20,Olympic,2064,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 S  NORMANDIE                    AV,,34.049,-118.3021
241315495,12/11/2024 0:00,12/5/2024 0:00,1605,13,Newton,1307,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,60,M,J,101,STREET,,,IC,Invest Cont,341,,,,1000 E  7TH                          ST,,34.0385,-118.2437
241714764,12/5/2024 0:00,12/5/2024 0:00,1530,17,Devonshire,1737,1,330,BURGLARY FROM VEHICLE,1202 0386 1609 0344 0329,61,M,A,602,BANK,,,IC,Invest Cont,330,,,,11100    BALBOA                       BL,,34.2721,-118.5022
241415702,12/9/2024 0:00,12/5/2024 0:00,715,14,Pacific,1496,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5900 W  98TH                         ST,,33.9473,-118.386
240217815,12/6/2024 0:00,12/5/2024 0:00,2200,2,Rampart,211,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4300    ROSEWOOD                     AV,,34.0814,-118.2962
240217831,12/6/2024 0:00,12/5/2024 0:00,1313,2,Rampart,257,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH,LOMA                         ST,34.0569,-118.2689
241714767,12/6/2024 0:00,12/5/2024 0:00,2300,17,Devonshire,1743,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,18300    DEVONSHIRE                   ST,,34.2609,-118.5346
240316974,12/13/2024 0:00,12/5/2024 0:00,1410,3,Southwest,341,1,443,SHOPLIFTING - ATTEMPT,0325 0104 1822,23,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,443,,,,LA CIENEGA,OBAMA                        BL,34.0211,-118.3724
240713080,12/6/2024 0:00,12/5/2024 0:00,1545,7,Wilshire,764,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,36,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,1500    CARMONA                      AV,,34.0474,-118.3585
241415870,12/12/2024 0:00,12/5/2024 0:00,330,14,Pacific,1485,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,26,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,8900 S  SEPULVEDA                    BL,,33.9579,-118.402
241415711,12/6/2024 0:00,12/5/2024 0:00,100,14,Pacific,1415,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0344 0329,69,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,740,,,,1000    PALMS                        BL,,34.0035,-118.4598
251504078,12/5/2024 0:00,12/5/2024 0:00,1645,15,N Hollywood,1548,2,888,TRESPASSING,1822 0910 2052 2004,35,M,X,913,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.167,-118.3759
240812378,12/6/2024 0:00,12/5/2024 0:00,1655,8,West LA,817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
241913607,12/8/2024 0:00,12/5/2024 0:00,1500,19,Mission,1999,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13600    WILLARD                      ST,,34.2177,-118.4287
240913783,12/23/2024 0:00,12/5/2024 0:00,1100,9,Van Nuys,931,1,330,BURGLARY FROM VEHICLE,0344 1822,63,M,A,717,HEALTH SPA/GYM,,,IC,Invest Cont,330,,,,6100 N  SEPULVEDA                    BL,,34.1841,-118.4693
241112637,12/6/2024 0:00,12/5/2024 0:00,2200,11,Northeast,1147,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2800    FUTURE                       ST,,34.0989,-118.2331
242113689,12/9/2024 0:00,12/5/2024 0:00,1930,21,Topanga,2118,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0930 1606,38,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,420,,,,8000    LURLINE                      AV,,34.2156,-118.5837
240218027,12/10/2024 0:00,12/5/2024 0:00,535,2,Rampart,211,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0342 0358 0344 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,500 N  HELIOTROPE                   DR,,34.079,-118.2956
240913469,12/5/2024 0:00,12/5/2024 0:00,815,9,Van Nuys,939,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,12900    OXNARD                       ST,,34.1794,-118.4138
241815149,12/5/2024 0:00,12/5/2024 0:00,1,18,Southeast,1822,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,BROADWAY,COLDEN                       ST,33.9492,-118.2784
240812443,12/9/2024 0:00,12/5/2024 0:00,1600,8,West LA,895,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,3300    PATRICIA                     AV,,34.033,-118.4063
240713067,12/5/2024 0:00,12/5/2024 0:00,700,7,Wilshire,787,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900    VIRGINIA                     RD,,34.0398,-118.3354
240713094,12/5/2024 0:00,12/5/2024 0:00,1054,7,Wilshire,775,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0345,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4600    PICKFORD                     ST,,34.0405,-118.3396
240713096,12/5/2024 0:00,12/5/2024 0:00,1205,7,Wilshire,729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,200 N  LARCHMONT                    BL,,34.075,-118.3236
240613825,12/7/2024 0:00,12/5/2024 0:00,1745,6,Hollywood,615,2,354,THEFT OF IDENTITY,1822 0930 0928 0929,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2700    CAHUENGA                     BL,,34.117,-118.3367
241415642,12/5/2024 0:00,12/5/2024 0:00,1300,14,Pacific,1485,1,352,PICKPOCKET,344,80,F,W,402,MARKET,,,IC,Invest Cont,352,,,,8600 S  SEPULVEDA                    BL,,33.9579,-118.402
240122155,12/5/2024 0:00,12/5/2024 0:00,1420,1,Central,118,2,888,TRESPASSING,0910 1501,0,X,X,967,MTA - GOLD LINE - CHINATOWN,,,IC,Invest Cont,888,,,,900 N  SPRING                       ST,,34.0635,-118.2357
240812426,12/7/2024 0:00,12/5/2024 0:00,910,8,West LA,897,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385 1300,29,F,W,101,STREET,,,IC,Invest Cont,331,,,,CANFIELD                     AV,HARLOW                       AV,34.0297,-118.3953
240812348,12/6/2024 0:00,12/5/2024 0:00,2300,8,West LA,849,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8600    WHITWORTH                    DR,,34.0572,-118.3783
250804008,12/12/2024 0:00,12/5/2024 0:00,1600,8,West LA,848,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0394,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,2100    CENTURY PARK                 LN,,34.0562,-118.4114
241515826,12/6/2024 0:00,12/5/2024 0:00,1515,15,N Hollywood,1525,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0344 2028,35,M,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,6100    LAUREL CANYON                BL,,34.1814,-118.3965
240411942,12/5/2024 0:00,12/5/2024 0:00,1100,4,Hollenbeck,478,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,3400    WHITTIER                     BL,,34.0278,-118.201
241815162,12/5/2024 0:00,12/5/2024 0:00,1245,18,Southeast,1837,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,26,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1700 E  108TH                        ST,,33.9379,-118.2425
240513098,12/6/2024 0:00,12/5/2024 0:00,909,5,Harbor,508,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1400    240TH                        ST,,33.8112,-118.3039
240316810,12/6/2024 0:00,12/5/2024 0:00,2145,3,Southwest,312,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,2600 S  COCHRAN                      AV,,34.0325,-118.3586
241315324,12/5/2024 0:00,12/5/2024 0:00,1200,13,Newton,1364,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4500 S  CENTRAL                      AV,,34.003,-118.2565
240812349,12/6/2024 0:00,12/5/2024 0:00,1545,8,West LA,836,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,2100    HOLMBY                       AV,,34.0507,-118.4241
241515962,12/13/2024 0:00,12/5/2024 0:00,1420,15,N Hollywood,1535,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344 0325,29,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5700    BECK                         AV,,34.174,-118.3834
242013846,12/7/2024 0:00,12/5/2024 0:00,1700,20,Olympic,2083,1,330,BURGLARY FROM VEHICLE,1607 0344 0321 1822,40,F,O,104,DRIVEWAY,,,IC,Invest Cont,330,,,,1800    WESTMORELAND                 BL,,34.0412,-118.3065
241515816,12/6/2024 0:00,12/5/2024 0:00,1725,15,N Hollywood,1515,1,330,BURGLARY FROM VEHICLE,0344 1307 1822 0325,43,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,11800    VOSE                         ST,,34.1984,-118.39
241714795,12/7/2024 0:00,12/5/2024 0:00,1140,17,Devonshire,1745,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,17000    CHATSWORTH                   ST,,34.2648,-118.5023
240913533,12/8/2024 0:00,12/5/2024 0:00,602,9,Van Nuys,961,2,354,THEFT OF IDENTITY,1822 0922,30,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4900    NORWICH                      AV,,34.1595,-118.4597
241611685,12/6/2024 0:00,12/5/2024 0:00,600,16,Foothill,1611,2,354,THEFT OF IDENTITY,1501,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,13200    EUSTACE                      ST,,34.2798,-118.4207
240316860,12/8/2024 0:00,12/5/2024 0:00,1547,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,22,F,C,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1300 W  29TH                         ST,,34.0284,-118.2891
240316889,12/7/2024 0:00,12/5/2024 0:00,955,3,Southwest,334,1,330,BURGLARY FROM VEHICLE,0344 0385 1300 1601 1822,52,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,3500 W  36TH                         ST,,34.0238,-118.3338
240122264,12/8/2024 0:00,12/5/2024 0:00,1930,1,Central,139,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900 E  2ND                          ST,,34.0472,-118.2342
240613807,12/7/2024 0:00,12/5/2024 0:00,2230,6,Hollywood,639,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344,18,M,V,108,PARKING LOT,,,IC,Invest Cont,331,,,,5200    HOLLYWOOD                    BL,,34.1036,-118.3049
241714831,12/8/2024 0:00,12/5/2024 0:00,2100,17,Devonshire,1767,1,330,BURGLARY FROM VEHICLE,1612 0344,0,X,X,101,STREET,,,IC,Invest Cont,330,,,,9500    RESEDA                       BL,,34.2427,-118.5361
240713178,12/9/2024 0:00,12/5/2024 0:00,1900,7,Wilshire,789,1,330,BURGLARY FROM VEHICLE,0344 1300,47,X,H,101,STREET,,,IC,Invest Cont,330,,,,2000    5TH                          AV,,34.0387,-118.3225
240316840,12/7/2024 0:00,12/5/2024 0:00,600,3,Southwest,361,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4000    URSULA                       AV,,34.0149,-118.3524
240913524,12/8/2024 0:00,12/5/2024 0:00,449,9,Van Nuys,901,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,21,F,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,7300 N  SEPULVEDA                    BL,,34.2085,-118.4698
240513095,12/6/2024 0:00,12/5/2024 0:00,1800,5,Harbor,562,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 S  LELAND                       ST,,33.7326,-118.305
241515786,12/5/2024 0:00,12/5/2024 0:00,700,15,N Hollywood,1525,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500    LAUREL CANYON                BL,,34.1885,-118.3965
241112954,12/29/2024 0:00,12/5/2024 0:00,1,11,Northeast,1123,2,354,THEFT OF IDENTITY,0100 0928,43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3800    LEGION                       LN,,34.1197,-118.2681
242013818,12/7/2024 0:00,12/5/2024 0:00,2000,20,Olympic,2099,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WASHINGTON                   BL,NEW ENGLAND,34.04,-118.2877
240713179,12/10/2024 0:00,12/5/2024 0:00,1745,7,Wilshire,773,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,1800 S  CLOVERDALE                   AV,,34.044,-118.3529
241516136,12/6/2024 0:00,12/5/2024 0:00,1937,15,N Hollywood,1583,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,4000    RADFORD                      AV,,34.1442,-118.3928
241012650,12/6/2024 0:00,12/5/2024 0:00,922,10,West Valley,1078,1,330,BURGLARY FROM VEHICLE,1822 0344,29,F,W,602,BANK,,,IC,Invest Cont,330,,,,16400    VENTURA                      BL,,34.1613,-118.4917
241611852,12/9/2024 0:00,12/5/2024 0:00,2115,16,Foothill,1605,2,354,THEFT OF IDENTITY,929,46,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11500    TERRA BELLA                  ST,,34.2821,-118.3925
240513093,12/6/2024 0:00,12/5/2024 0:00,1450,5,Harbor,513,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,25800    VERMONT                      AV,,33.7896,-118.2933
241815183,12/6/2024 0:00,12/5/2024 0:00,1800,18,Southeast,1824,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  99TH                         ST,,33.9465,-118.2608
242013850,12/6/2024 0:00,12/5/2024 0:00,2100,20,Olympic,2029,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 1822,22,F,A,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,330,,,,3000    WILSHIRE                     BL,,34.0652,-118.2878
242013787,12/5/2024 0:00,12/5/2024 0:00,100,20,Olympic,2031,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WILSHIRE,WILTON,34.0617,-118.3142
240613794,12/6/2024 0:00,12/5/2024 0:00,2200,6,Hollywood,678,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,900 N  OXFORD                       AV,,34.0862,-118.3078
240812384,12/5/2024 0:00,12/5/2024 0:00,1529,8,West LA,851,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,12100    SANTA MONICA                 BL,,34.0405,-118.4633
240122481,12/5/2024 0:00,12/5/2024 0:00,1550,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,26,M,W,809,METROLINK TRAIN,,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
242013904,12/9/2024 0:00,12/5/2024 0:00,500,20,Olympic,2002,1,330,BURGLARY FROM VEHICLE,0344 0352 1221 1822,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,4700    BEVERLY                      BL,,34.0799,-118.3113
240613818,12/7/2024 0:00,12/5/2024 0:00,1605,6,Hollywood,635,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0349 0394,38,F,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,341,,,,6600    BONAIR                       PL,,34.1063,-118.3363
240122179,12/6/2024 0:00,12/5/2024 0:00,2230,1,Central,185,1,352,PICKPOCKET,344,31,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,1000 S  HILL                         ST,,34.0417,-118.2584
241415643,12/6/2024 0:00,12/5/2024 0:00,1700,14,Pacific,1409,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,EXPOSITION,CURTIS,34.0272,-118.3961
240713106,12/7/2024 0:00,12/5/2024 0:00,1900,7,Wilshire,735,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 S  CLOVERDALE                   AV,,34.0649,-118.3462
240513321,12/8/2024 0:00,12/5/2024 0:00,2110,5,Harbor,521,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,1700 N  GAFFEY                       ST,,33.7601,-118.2928
240411932,12/5/2024 0:00,12/5/2024 0:00,1600,4,Hollenbeck,422,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,52,F,H,402,MARKET,,,IC,Invest Cont,341,,,,3000 N  BROADWAY,,34.0737,-118.2104
241012656,12/6/2024 0:00,12/5/2024 0:00,2000,10,West Valley,1021,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,7000    CALVIN                       AV,,34.1975,-118.5555
241415877,12/9/2024 0:00,12/5/2024 0:00,930,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,47,F,W,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,300    WORLD                        WY,,33.9455,-118.4001
241415728,12/5/2024 0:00,12/5/2024 0:00,1910,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,37,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,400    WORLD                        WY,,33.9455,-118.4
240122174,12/6/2024 0:00,12/5/2024 0:00,1950,1,Central,134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,35,M,W,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,,,,300 S  BROADWAY,,34.051,-118.248
242013914,12/9/2024 0:00,12/5/2024 0:00,1200,20,Olympic,2026,2,354,THEFT OF IDENTITY,0100 0929 0935 1822,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 S  BERENDO                      ST,,34.0691,-118.2941
240614058,12/20/2024 0:00,12/5/2024 0:00,2245,6,Hollywood,645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,27,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,6900    HOLLYWOOD                    BL,,34.1015,-118.3401
240217859,12/7/2024 0:00,12/5/2024 0:00,2100,2,Rampart,205,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300,25,F,W,101,STREET,,,IC,Invest Cont,740,,,,800 N  DILLON                       ST,,34.0815,-118.2772
241112630,12/6/2024 0:00,12/5/2024 0:00,2100,11,Northeast,1101,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,57,M,W,101,STREET,,,IC,Invest Cont,740,,,,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004
241714777,12/6/2024 0:00,12/5/2024 0:00,1925,17,Devonshire,1764,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,26,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,9400    CORBIN                       AV,,34.241,-118.5623
240812396,12/6/2024 0:00,12/5/2024 0:00,1405,8,West LA,836,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,43,M,Z,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1800    PROSSER                      AV,,34.0536,-118.4293
241112644,12/8/2024 0:00,12/5/2024 0:00,2200,11,Northeast,1119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,38,M,F,504,OTHER RESIDENCE,,,IC,Invest Cont,745,,,,7200 N  FIGUEROA                     ST,,34.1334,-118.1897
240713141,12/9/2024 0:00,12/5/2024 0:00,2230,7,Wilshire,755,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,36,M,J,101,STREET,,,IC,Invest Cont,331,,,,1200 S  BURNSIDE                     AV,,34.0533,-118.353
240913497,12/6/2024 0:00,12/5/2024 0:00,1008,9,Van Nuys,974,2,354,THEFT OF IDENTITY,1822 0929,44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4600    WILLIS                       AV,,34.1545,-118.4552
240713088,12/6/2024 0:00,12/5/2024 0:00,1616,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,23,X,X,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,442,,,,8400    BEVERLY                      BL,,34.0761,-118.3732
240217805,12/5/2024 0:00,12/5/2024 0:00,330,2,Rampart,275,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800    JAMES M WOOD                 BL,,34.0519,-118.2755
240513087,12/5/2024 0:00,12/5/2024 0:00,1741,5,Harbor,518,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,442,,,,200 E  PACIFIC COAST                HY,,33.798,-118.2604
241815187,12/6/2024 0:00,12/5/2024 0:00,1600,18,Southeast,1803,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,87TH,SAN PEDRO,33.9581,-118.2695
240218049,12/10/2024 0:00,12/5/2024 0:00,2030,2,Rampart,275,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,1600 W  OLYMPIC                      BL,,34.0492,-118.2742
241415707,12/8/2024 0:00,12/5/2024 0:00,2300,14,Pacific,1401,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1822,28,F,W,101,STREET,,,IC,Invest Cont,331,,,,2400    GRANVILLE                    AV,,34.0242,-118.4421
241714789,12/6/2024 0:00,12/5/2024 0:00,1900,17,Devonshire,1745,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0377 1606 0344,35,M,W,101,STREET,,,IC,Invest Cont,420,,,,17400    MINNEHAHA                    ST,,34.2603,-118.5143
240812481,12/9/2024 0:00,12/5/2024 0:00,1135,8,West LA,851,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,42,F,O,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,740,,,,1500 S  CARMELINA                    AV,,34.038,-118.4654
242113682,12/10/2024 0:00,12/5/2024 0:00,1900,21,Topanga,2177,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,5500    OWENSMOUTH                   AV,,34.1717,-118.6018
240713078,12/6/2024 0:00,12/5/2024 0:00,1547,7,Wilshire,774,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,48,F,B,101,STREET,,,IC,Invest Cont,331,,,,1800 S  MANSFIELD                    AV,,34.0427,-118.3478
